species,taxid,organism_name,nirK_present,pcuac_present,class,nirK_rep_accession,pcuac_rep_accession,species_resolved
azospirillum lipoferum,191;193;3082952;193;862719,Azospirillum;Azospirillum lipoferum;Azospirillum sp. NL1,1,1,both,WP_014249378.1,WP_014188971.1,1
corynebacterium pseudotuberculosis,1074485;1168865;1719;935697;1087451;1719;1087452;1087453;1089446;1117942;1719;681645;765874;889513;935298;1161911;1719;1719;1719;679896,Corynebacterium pseudotuberculosis,1,0,nirK_only,WP_014300539.1,NA,1
blastococcus saxobsidens,1146883;138336,Blastococcus saxobsidens;Blastococcus saxobsidens DD2,1,0,nirK_only,WP_014378535.1,NA,1
mycobacterium intracellulare,1138383;120793;35617;1138383;1232724;1763;1767;3037257;3042316;3042319;35617;1767,Mycobacterium intracellulare subsp. intracellulare;Mycobacterium avium complex (MAC);Mycobacterium paraintracellulare,1,0,nirK_only,WP_014384341.1,NA,1
solitalea canadensis,929556;995,Solitalea canadensis;Solitalea canadensis DSM 3403,1,0,nirK_only,WP_014681135.1,NA,1
belliella baltica,232259;866536,Belliella baltica;Belliella baltica DSM 15883,1,0,nirK_only,WP_014772552.1,NA,1
aequorivita sublithincola,101385;746697,Aequorivita sublithincola;Aequorivita sublithincola DSM 14238,1,0,nirK_only,WP_014780896.1,NA,1
turneriella parva,29510;869212,Turneriella parva;Turneriella parva DSM 21527,1,0,nirK_only,WP_014803251.1,NA,1
arachnia propionica,1218109;1750;1750;1750;767029,Arachnia propionica,1,0,nirK_only,WP_014845911.1,NA,1
actinobacillus suis,696748;716;743972;716,Actinobacillus suis,1,0,nirK_only,WP_014992140.1,NA,1
bifidobacterium asteroides,1147128;1437594;1684;1678;1684;2750975;1678;1684;2750988;1678;1684;3448588;1684,Bifidobacterium asteroides,1,0,nirK_only,WP_015022186.1,NA,1
acidipropionibacterium acidipropionici,1111734;1171373;1748;1748,Acidipropionibacterium acidipropionici,1,0,nirK_only,WP_015068999.1,NA,1
stutzerimonas stutzeri,1109445;316;1176257;2901164;316;1200345;2482751;2901164;316;3470287;996285;1210443;316;1211807;1212548;316;578833;1211807;203192;316;578833;1211807;316;578833;1333856;316;135621;1499686;316;135621;1586417;2058311;2901168;316;135621;2610900;2705472;316;135621;2916654;316;3392115;203192;316;578833;2901164;3110917;3110918;316;379731;2901164;316;3369415;2901164;316;3384601;2901164;316;3470287;2901164;316;3595649;316;316;32042;316;644801,Stutzerimonas stutzeri,1,1,both,WP_026012555.1,WP_213663343.1,1
hyphomicrobium denitrificans,53399;582899;53399;670307,Hyphomicrobium denitrificans;Hyphomicrobium denitrificans 1NES1,1,1,both,WP_015596837.1,WP_013217465.1,1
leptospira yanagawae,1249483;293069,Leptospira yanagawae;Leptospira yanagawae serovar Saopaulo str. Sao Paulo = ATCC 700523,1,0,nirK_only,WP_015676088.1,NA,1
kangiella koreensis,261964;523791,Kangiella koreensis;Kangiella koreensis DSM 16069,1,0,nirK_only,WP_015781039.1,NA,1
methylotenera mobilis,1132855;359408;359408;583345,Methylotenera mobilis;Methylotenera mobilis JLW8,1,1,both,WP_015832005.1,WP_019899553.1,1
chloroflexus aggregans,152260;326427,Chloroflexus aggregans;Chloroflexus aggregans DSM 9485,1,0,nirK_only,WP_015940554.1,NA,1
elizabethkingia meningoseptica,238;238;3003194;308865,Elizabethkingia meningoseptica,1,0,nirK_only,WP_016199137.1,NA,1
unclassified corynebacterium,1078764;2624378;3032335;1715027;1739403;2624378;1739353;1739489;2624378;2624378;3050196;3050210,unclassified Corynebacterium;Corynebacterium sp. MSK047;Corynebacterium sp. MSK151,1,0,nirK_only,WP_016421792.1,NA,1
leptospira fainei,1193011;48782,Leptospira fainei;Leptospira fainei serovar Hurstbridge str. BUT 6,1,0,nirK_only,WP_016547624.1,NA,1
dermabacter jinjuensis,1203568;1667168;36739;1667168,Dermabacter jinjuensis,1,0,nirK_only,WP_016663936.1,NA,1
pedobacter arcticus,1206103;752140,Pedobacter arcticus;Pedobacter arcticus A12,1,0,nirK_only,WP_017258080.1,NA,1
dyella ginsengisoli,1234364;363848;363848,Dyella ginsengisoli,1,0,nirK_only,WP_017463945.1,NA,1
brachybacterium muris,1249481;219301;219301,Brachybacterium muris,1,0,nirK_only,WP_017822222.1,NA,1
unclassified janthinobacterium,1075768;2610881;3071707;1075768;2610881;3071707;3349634;1537272;1537274;1537275;1537278;2610881;1537279;2480809;2610881;1855295;2035207;2610881;1981502;1981503;1981505;1981506;2610881;2610881;2775057;2775058;2610881;2804585;2804586;2804587;2610881;3014787;3014788,Janthinobacterium sp. CG3;unclassified Janthinobacterium;Janthinobacterium sp. CG_S6;Janthinobacterium sp. CG_23.3,1,1,both,WP_017875279.1,WP_017876628.1,1
kaistia granuli,1122132;363259,Kaistia granuli;Kaistia granuli DSM 23481,1,1,both,WP_018182795.1,WP_156830891.1,1
timonella senegalensis,1095772;1465825;1465825,Timonella senegalensis,1,0,nirK_only,WP_019149290.1,NA,1
pseudoxanthomonas taiwanensis,1211114;2493087;2493088;83618;935569;935851;176598,Pseudoxanthomonas taiwanensis,1,0,nirK_only,WP_019398253.1,NA,1
dyella japonica,1217721;231455;1440762;231455,Dyella japonica;Dyella japonica DSM 16301,1,0,nirK_only,WP_046972784.1,NA,1
hymenobacter aerophilus,1121953;119644,Hymenobacter aerophilus;Hymenobacter aerophilus DSM 13606,1,0,nirK_only,WP_019948657.1,NA,1
nonomuraea coxensis,1122611;404386,Nonomuraea coxensis;Nonomuraea coxensis DSM 45129,1,1,both,WP_020544506.1,WP_211212869.1,1
methylosarcina fibrata,105972;1132443,Methylosarcina fibrata;Methylosarcina fibrata AML-C10,1,0,nirK_only,WP_020564486.1,NA,1
solimonas variicoloris,1123256;254408,Solimonas variicoloris;Solimonas variicoloris DSM 15731,1,0,nirK_only,WP_020649619.1,NA,1
ralstonia pseudosolanacearum,1262456;1310165;1310165;1310165;1335617;1310165;267608;1310165;3037696;3116862;3119587;1310165;3116862;3119580;1310165;3116862;3119587,Ralstonia pseudosolanacearum,1,1,both,WP_119417734.1,WP_071624030.1,1
cyclobacterium qasimii,1350429;641524,Cyclobacterium qasimii M12-11B;Cyclobacterium qasimii,1,0,nirK_only,WP_020892055.1,NA,1
salinisphaera shabanensis,1033802;180542;1304276;180542,Salinisphaera shabanensis;Salinisphaera shabanensis T35B1,1,0,nirK_only,WP_021031782.1,NA,1
elizabethkingia miricola,1117645;1355388;172045;2575699;2957806;308865;172045;172045;1883430;308865;172045;3003195;308865,Elizabethkingia miricola,1,0,nirK_only,WP_021346262.1,NA,1
propionibacterium acidifaciens,1122994;556499;553198;556499;556499,Propionibacterium acidifaciens,1,0,nirK_only,WP_021797038.1,NA,1
fodinicurvata sediminis,1121832;570952,Fodinicurvata sediminis DSM 21159;Fodinicurvata sediminis,1,1,both,WP_022730048.1,WP_022727195.1,1
deinococcus ficus,1121379;317577;317577,Deinococcus ficus;Deinococcus ficus DSM 19119,1,0,nirK_only,WP_022802720.1,NA,1
humibacter albus,1121952;427754,Humibacter albus;Humibacter albus DSM 18994,1,0,nirK_only,WP_022900377.1,NA,1
ruania albidiflava,1123065;366586;366586,Ruania albidiflava,1,0,nirK_only,WP_022918574.1,NA,1
ornithinimicrobium pekingense,1122622;384677;384677,Ornithinimicrobium pekingense,1,0,nirK_only,WP_022922694.1,NA,1
arenimonas oryziterrae,1121015;498055,Arenimonas oryziterrae;Arenimonas oryziterrae DSM 21050 = YC6267,1,1,both,WP_022969173.1,WP_022969056.1,1
alloalcanivorax xenomutans,1094342,Alloalcanivorax xenomutans,1,0,nirK_only,WP_200866119.1,NA,1
lutibaculum baratangense,1358440;631454,Lutibaculum baratangense AMV1;Lutibaculum baratangense,1,1,both,WP_023433617.1,WP_023430496.1,1
flavobacterium cauense,1341154;510946,Flavobacterium cauense;Flavobacterium cauense R2A-7,1,0,nirK_only,WP_023570916.1,NA,1
flavobacterium enshiense,1107311;1341165;1341165;237;2986826,Flavobacterium;Flavobacterium enshiense;Flavobacterium sp. N1946,1,0,nirK_only,WP_023573557.1,NA,1
flavobacterium saliperosum,1341155;329186,Flavobacterium saliperosum;Flavobacterium saliperosum S13,1,0,nirK_only,WP_023575248.1,NA,1
flavobacterium limnosediminis,1341181;1401027,Flavobacterium limnosediminis JC2902;Flavobacterium limnosediminis,1,0,nirK_only,WP_023578267.1,NA,1
comamonas badia,1121348;265291,Comamonas badia;Comamonas badia DSM 17552,1,0,nirK_only,WP_024538875.1,NA,1
elizabethkingia anophelis,1117645;1117645;1338016;1338017,Elizabethkingia anophelis,1,0,nirK_only,WP_024566933.1,NA,1
unclassified bifidobacterium,1394176;2025113;2608897;2608897;2750941;2751017;2608897;2817960;2817961;2608897;2817963;2817964;2817965;2608897;2817966;2817967;2817968,unclassified Bifidobacterium;Bifidobacterium sp. B4079;Bifidobacterium sp. B4001,1,0,nirK_only,WP_024626637.1,NA,1
aquimarina macrocephali,1443665;666563,Aquimarina macrocephali;Aquimarina macrocephali JAMB N27,1,0,nirK_only,WP_024772224.1,NA,1
tomitella biformata,1448389;630403,Tomitella biformata;Tomitella biformata AHU 1821,1,0,nirK_only,WP_024793552.1,NA,1
unclassified aminobacter,2644704;2817728;2817838;2817840;2644704;3232577;3232598;3232610;3232619;2644704;3232751;3232757;2644704;935260;935261,unclassified Aminobacter;Aminobacter sp. 01T427;Aminobacter sp. 01T433,1,1,both,WP_024849411.1,WP_245263675.1,1
actinomadura welshii,3103817,Actinomadura welshii,1,0,nirK_only,WP_024935164.1,NA,1
nitrosospira briensis,1266925;35799;35799,Nitrosospira briensis,1,0,nirK_only,WP_025042067.1,NA,1
pontibacter actiniarum,323450;709015,Pontibacter actiniarum;Pontibacter actiniarum DSM 19842,1,0,nirK_only,WP_025605774.1,NA,1
aquimarina megaterium,1296416;2787734;2787735;2787736;290174,Aquimarina;Aquimarina megaterium XH134;Aquimarina sp. EL_32;Aquimarina sp. EL_35;Aquimarina sp. EL_43,1,0,nirK_only,WP_025666802.1,NA,1
avibacterium paragallinarum,1278971;1351754;728;728;728;948565,Avibacterium paragallinarum,1,0,nirK_only,WP_194750722.1,NA,1
aestuariimicrobium kwangyangense,1120954;396389,Aestuariimicrobium kwangyangense;Aestuariimicrobium kwangyangense DSM 21549,1,0,nirK_only,WP_026377622.1,NA,1
aequorivita capsosiphonis,1120951;487317,Aequorivita capsosiphonis;Aequorivita capsosiphonis DSM 23843,1,0,nirK_only,WP_026452345.1,NA,1
arenimonas composti,1121013;370776,Arenimonas composti;Arenimonas composti TR7-09 = DSM 18010,1,0,nirK_only,WP_026816782.1,NA,1
gulosibacter molinativorax,1121934;256821,Gulosibacter molinativorax;Gulosibacter molinativorax DSM 13485,1,0,nirK_only,WP_026937061.1,NA,1
fodinicurvata fenggangensis,1121830;570967,Fodinicurvata fenggangensis DSM 21160;Fodinicurvata fenggangensis,1,1,both,WP_051609276.1,WP_035723177.1,1
novilysobacter defluvii,1385515;391738,Novilysobacter defluvii;Lysobacter defluvii IMMIB APB-9 = DSM 18482,1,0,nirK_only,WP_081677804.1,NA,1
luteimonas mephitis,1122183;83615,Luteimonas mephitis;Luteimonas mephitis DSM 12574,1,0,nirK_only,WP_027079342.1,NA,1
gelidibacter mesophilus,1121912;169050,Gelidibacter mesophilus;Gelidibacter mesophilus DSM 14095,1,0,nirK_only,WP_027124733.1,NA,1
kaistella palustris,1121288;493376,Kaistella palustris;Kaistella palustris DSM 21579,1,0,nirK_only,WP_027376684.1,NA,1
epilithonimonas tenax,1121870;1245592;1792309;2782232;2855443,Epilithonimonas tenax DSM 16811;Epilithonimonas ginsengisoli;Chryseobacterium sp. FP211-J200;Chryseobacterium group;Epilithonimonas sp. FP105,1,0,nirK_only,WP_028122310.1,NA,1
brackiella oedipodis,1121118;124225,Brackiella oedipodis;Brackiella oedipodis DSM 13743,1,0,nirK_only,WP_028356976.1,NA,1
acidipropionibacterium jensenii,1122997;1749;1749,Acidipropionibacterium jensenii,1,0,nirK_only,WP_028702039.1,NA,1
thermomonas fusca,1123377;215690;215690,Thermomonas fusca,1,0,nirK_only,WP_028838532.1,NA,1
pseudonocardia asaccharolytica,1123024;54010,Pseudonocardia asaccharolytica;Pseudonocardia asaccharolytica DSM 44247 = NBRC 16224,1,0,nirK_only,WP_028931349.1,NA,1
salinimicrobium terrae,1123234;470866,Salinimicrobium terrae;Salinimicrobium terrae DSM 17865,1,0,nirK_only,WP_029034099.1,NA,1
microbacterium luticocti,1122239;451764,Microbacterium luticocti;Microbacterium luticocti DSM 19459,1,0,nirK_only,WP_029146332.1,NA,1
arsenicicoccus bolidensis,1121017;229480;1946055;229480;267408;1946056;229480;267408;229480,Arsenicicoccus bolidensis,1,0,nirK_only,WP_029211464.1,NA,1
chryseobacterium hispalense,1453492;491205,Chryseobacterium hispalense DSM 25574;Chryseobacterium hispalense,1,0,nirK_only,WP_029292712.1,NA,1
brachybacterium squillarum,1074488;661979;661979,Brachybacterium squillarum,1,1,both,WP_029362740.1,WP_264450332.1,1
dietzia alimentaria,1077144;665550,Dietzia alimentaria;Dietzia alimentaria 72,1,0,nirK_only,WP_029457475.1,NA,1
polaromonas glacialis,866564,Polaromonas glacialis,1,0,nirK_only,WP_029525376.1,NA,1
phycicoccus jejuensis,367299,Phycicoccus jejuensis,1,0,nirK_only,WP_030527485.1,NA,1
streptomyces albus,1888;67257,Streptomyces albus;Streptomyces albus subsp. albus,1,0,nirK_only,WP_030546883.1,NA,1
necropsobacter rosorum,908285,Necropsobacter rosorum,1,0,nirK_only,WP_032092121.1,NA,1
kingella negevensis,1522312,Kingella negevensis,1,1,both,WP_032137236.1,WP_032137687.1,1
psychroserpens jangbogonensis,1484460,Psychroserpens jangbogonensis,1,0,nirK_only,WP_033961500.1,NA,1
wocania ichthyoenteri,1230531;1380600,Wocania ichthyoenteri;Wocania ichthyoenteri Th78,1,0,nirK_only,WP_034042781.1,NA,1
arenimonas metalli,1384056;948077,Arenimonas metalli;Arenimonas metalli CF5-1,1,0,nirK_only,WP_034210261.1,NA,1
arenimonas donghaensis,1121014;375061,Arenimonas donghaensis;Arenimonas donghaensis DSM 18148 = HO3-R19,1,0,nirK_only,WP_034222766.1,NA,1
aquimarina atlantica,1317122,Aquimarina atlantica,1,0,nirK_only,WP_034246125.1,NA,1
alysiella crassa,1120980;153491,Alysiella crassa;Alysiella crassa DSM 2578,1,1,both,WP_034291665.1,WP_034293993.1,1
dermabacter hominis,1349750;36740;1450519;36740;36740,Dermabacter hominis,1,0,nirK_only,WP_034372054.1,NA,1
capnocytophaga periodontitidis,1016;1035193;2795027;2795027,Capnocytophaga periodontitidis,1,0,nirK_only,WP_034555542.1,NA,1
intrasporangium chromatireducens,1386088;584657,Intrasporangium chromatireducens Q5-1;Intrasporangium chromatireducens,1,0,nirK_only,WP_034716229.1,NA,1
janthinobacterium lividum,1560195;1766683;2048009;29580;29581;2899077;29580;29581;29581,Janthinobacterium lividum,1,0,nirK_only,WP_071075487.1,NA,1
elizabethkingia bruuniana,1756149;1756149;3003190;308865,Elizabethkingia;Elizabethkingia bruuniana;Elizabethkingia sp. HX WHF,1,0,nirK_only,WP_034866852.1,NA,1
aquimarina muelleri,1121007;279356;279356,Aquimarina muelleri,1,0,nirK_only,WP_035089322.1,NA,1
corynebacterium freneyi,1287475;134034;134034,Corynebacterium freneyi,1,0,nirK_only,WP_035123261.1,NA,1
flavobacterium aquatile,1453498;245,Flavobacterium aquatile;Flavobacterium aquatile LMG 4008 = ATCC 11947,1,0,nirK_only,WP_035125410.1,NA,1
flavobacterium hydatis,991,Flavobacterium hydatis,1,0,nirK_only,WP_035623105.1,NA,1
flavobacterium gilvum,1492737,Flavobacterium gilvum,1,0,nirK_only,WP_035637728.1,NA,1
azospirillum brasilense,1262469;1685931;191;192;1262469;192;191;192;2802052;191;192;416170;192,Azospirillum brasilense,1,1,both,WP_035680909.1,WP_307833717.1,1
flavobacterium reichenbachii,362418,Flavobacterium reichenbachii,1,0,nirK_only,WP_035683926.1,NA,1
flavobacterium sasangense,1121896;503361,Flavobacterium sasangense;Flavobacterium sasangense DSM 21067,1,0,nirK_only,WP_035693312.1,NA,1
gordonia shandongensis,1121928;376351,Gordonia shandongensis;Gordonia shandongensis DSM 45094,1,0,nirK_only,WP_084638087.1,NA,1
flavobacterium suncheonense,1121899;350894;350894,Flavobacterium suncheonense,1,0,nirK_only,WP_035744352.1,NA,1
jonesia quinghaiensis,1122130;262806,Jonesia quinghaiensis;Jonesia quinghaiensis DSM 15701,1,0,nirK_only,WP_035832735.1,NA,1
knoellia aerolata,1385519;442954,Knoellia aerolata;Knoellia aerolata DSM 18566,1,0,nirK_only,WP_035935273.1,NA,1
kocuria marina,1049583;223184;1049583;2719588;3073548;57493;223184;223184;3073550;57493,Kocuria marina,1,0,nirK_only,WP_035964876.1,NA,1
mangrovimonas yunxiaonensis,1197477,Mangrovimonas yunxiaonensis,1,0,nirK_only,WP_036123744.1,NA,1
aerolutibacter daejeonensis,1385517;346181,Aerolutibacter daejeonensis;Lysobacter daejeonensis GH1-9,1,1,both,WP_036139085.1,WP_036134225.1,1
noviluteimonas dokdonensis,1300345;414050,Noviluteimonas dokdonensis;Lysobacter dokdonensis DS-58,1,0,nirK_only,WP_036169289.1,NA,1
lysobacter concretionis,1122185;2762611;32033,Lysobacteraceae;Lysobacter concretionis Ko07 = DSM 16239;Lysobacter sp. CW239,1,1,both,WP_036195064.1,WP_036192583.1,1
lysobacter arseniciresistens,1385522;913325,Lysobacter arseniciresistens ZS79;Novilysobacter arseniciresistens,1,0,nirK_only,WP_036209461.1,NA,1
cutibacterium granulosum,1160719;33011;1292373;33011;1912216;33011;3414763;33011,Cutibacterium granulosum,1,0,nirK_only,WP_036957226.1,NA,1
spirillospora albida,58123,Spirillospora albida,1,0,nirK_only,WP_037559578.1,NA,1
stenoxybacter acetivorans,1123296;422441,Stenoxybacter acetivorans;Stenoxybacter acetivorans DSM 19021,1,0,nirK_only,WP_037587779.1,NA,1
xenophilus azovorans,1123504;151755,Xenophilus azovorans;Xenophilus azovorans DSM 13620,1,0,nirK_only,WP_038203852.1,NA,1
formosa agariphila,1347342;320324,Formosa agariphila;Formosa agariphila KMM 3901,1,0,nirK_only,WP_038530589.1,NA,1
dyella jiangningensis,1379159,Dyella jiangningensis,1,0,nirK_only,WP_038615061.1,NA,1
corynebacterium amycolatum,1487956;1716;43765;1581090;159447;1715130;1716;1739364;2715677;2918185;43765;1581103;1716;43765;159447;1716;1739424;43765;1715042;1715160;1716;1739464;2044585;3050191;43765;1715136;1716;1739382;3050189;43765;1716;1739351;2044580;43765;1716;2044581;43765;1716;2044583;43765;43765,Corynebacterium amycolatum,1,0,nirK_only,WP_038627207.1,NA,1
gallibacterium genomosp.,155515;155517,Gallibacterium genomosp. 1,1,0,nirK_only,WP_039172957.1,NA,1
flavihumibacter solisilvae,1349421,Flavihumibacter solisilvae,1,0,nirK_only,WP_039140371.1,NA,1
actinobacillus equuli,202947;202948;718;202947;718;202948;718,Actinobacillus equuli;Actinobacillus equuli subsp. haemolyticus,1,0,nirK_only,WP_039197801.1,NA,1
kaistella jeonii,266749,Kaistella jeonii,1,0,nirK_only,WP_039348950.1,NA,1
tessaracoccus massiliensis,1522311,Tessaracoccus massiliensis,1,0,nirK_only,WP_040283234.1,NA,1
capnocytophaga sputigena,1019;1019;553177,Capnocytophaga sputigena,1,0,nirK_only,WP_095897523.1,NA,1
imtechella halotolerans,1165090;946077,Imtechella halotolerans K1;Imtechella halotolerans,1,0,nirK_only,WP_040488768.1,NA,1
scardovia inopinata,1150468;641146;78259;78259,Scardovia inopinata,1,0,nirK_only,WP_040590528.1,NA,1
necropsobacter massiliensis,1400001,Necropsobacter massiliensis,1,0,nirK_only,WP_040976173.1,NA,1
[mannheimia] succiniciproducens,157673;221988,[Mannheimia] succiniciproducens;[Mannheimia] succiniciproducens MBEL55E,1,0,nirK_only,WP_041639647.1,NA,1
myroides profundi,480520,Myroides profundi,1,0,nirK_only,WP_041893847.1,NA,1
